,longitude,latitude,NDVI
5363,-106.5661000000002,37.21350000000002,1280.070181025756
5364,-106.5661000000002,37.25620000000002,954.8133622106276
5365,-106.5661000000002,37.298900000000025,972.3042017757657
5366,-106.5661000000002,37.34160000000003,-651.7622884631955
5367,-106.5661000000002,37.38430000000003,-614.1886463020937
5368,-106.5661000000002,37.42700000000004,1241.4428162519002
5369,-106.5661000000002,37.46970000000004,-629.2960292442694
5370,-106.5661000000002,37.51240000000004,267.30255452562926
5371,-106.5661000000002,37.555100000000046,585.5765553818775
5372,-106.5661000000002,37.59780000000005,-361.5739283224365
5373,-106.5661000000002,37.64050000000005,-39.1200882516858
5374,-106.5661000000002,37.683200000000056,1938.7503942895278
5375,-106.5661000000002,37.72590000000006,366.6858705021142
5376,-106.5661000000002,37.76860000000006,-1022.9446687906976
5377,-106.5661000000002,37.81130000000007,-928.7791279751336
5378,-106.5661000000002,37.85400000000007,-1434.6998722439996
5379,-106.5661000000002,37.89670000000008,-550.7045484831948
5380,-106.5661000000002,37.93940000000008,393.3771556258459
5381,-106.5661000000002,37.98210000000008,1546.150222948766
5382,-106.5661000000002,38.02480000000008,694.8069047811217
5383,-106.5661000000002,38.06750000000009,1218.8139558881105
5384,-106.5661000000002,38.11020000000009,69.78364493803856
5385,-106.5661000000002,38.152900000000095,-1569.23261315497
5386,-106.5661000000002,38.1956000000001,-1056.5101466987437
5387,-106.5661000000002,38.2383000000001,-581.9143645879342
5388,-106.5661000000002,38.281000000000105,353.590072740482
5389,-106.5661000000002,38.32370000000011,-291.1156586153541
5390,-106.5661000000002,38.36640000000011,797.9372646889723
5391,-106.5661000000002,38.40910000000012,186.09360336956894
5392,-106.5661000000002,38.45180000000012,-140.81243350377292
5393,-106.5661000000002,38.49450000000012,-790.6427656520891
5394,-106.5661000000002,38.53720000000013,-1960.815310803246
5395,-106.5661000000002,38.57990000000013,2145.798070779239
5396,-106.5661000000002,38.62260000000013,986.657526443885
5397,-106.5661000000002,38.66530000000014,-236.29890628790244
5398,-106.5661000000002,38.70800000000014,656.7760657043884
5399,-106.5661000000002,38.750700000000144,-396.6226232846379
5400,-106.5661000000002,38.79340000000015,0.11712604415542222
5401,-106.5661000000002,38.83610000000015,287.30998903492093
5402,-106.5661000000002,38.87880000000016,1581.3495203734526
5403,-106.5661000000002,38.92150000000016,-442.96464024671945
5404,-106.5661000000002,38.96420000000016,1118.74896066856
5405,-106.5661000000002,39.006900000000165,-235.2352614816489
5406,-106.5661000000002,39.04960000000017,-80.82932968934489
5407,-106.5661000000002,39.09230000000017,564.431522058386
5408,-106.5661000000002,39.135000000000176,1272.571861011224
5409,-106.5661000000002,39.17770000000018,1250.9850919266744
5410,-106.5661000000002,39.22040000000018,509.88325146418424
5411,-106.5661000000002,39.263100000000186,-706.1854458161088
5412,-106.5661000000002,39.30580000000019,914.239192452052
5413,-106.5661000000002,39.34850000000019,-1320.312691256976
5414,-106.5661000000002,39.3912000000002,1477.49034693697
5415,-106.5661000000002,39.4339000000002,-1319.9016436890493
5416,-106.5661000000002,39.47660000000021,-1254.183130870165
5417,-106.5661000000002,39.51930000000021,853.681336273609
5418,-106.5661000000002,39.56200000000021,-106.28592555196443
5419,-106.5661000000002,39.60470000000021,-2127.121423804687
5420,-106.5661000000002,39.64740000000022,69.93002827820325
5421,-106.5661000000002,39.69010000000022,461.61400650422286
5422,-106.5661000000002,39.73280000000023,-801.7780890343072
5423,-106.5661000000002,39.77550000000023,1124.7052696924475
5424,-106.5661000000002,39.81820000000023,779.1520333228633
5425,-106.5661000000002,39.86090000000024,-851.2819938268882
5426,-106.5661000000002,39.90360000000024,102.57387705164045
5427,-106.5661000000002,39.94630000000024,1141.6453024992052
5428,-106.5661000000002,39.989000000000246,210.52228656061138
5429,-106.5661000000002,40.03170000000025,405.542917457126
5430,-106.5661000000002,40.07440000000025,346.91136797390243
5431,-106.5661000000002,40.117100000000256,33.765651718027485
5432,-106.5661000000002,40.15980000000026,485.10265974616124
5433,-106.5661000000002,40.20250000000026,-604.583663078443
5434,-106.5661000000002,40.24520000000027,-1087.9530155568896
5435,-106.5661000000002,40.28790000000027,-2422.774654695573
5436,-106.5661000000002,40.330600000000274,634.492126893533
5437,-106.5661000000002,40.37330000000028,1631.9483580571411
5438,-106.5661000000002,40.41600000000028,1183.9113654910177
5439,-106.5661000000002,40.458700000000285,659.8099845803216
5440,-106.5661000000002,40.50140000000029,1305.3705383786585
5441,-106.5661000000002,40.54410000000029,-1204.0828851342028
5442,-106.5661000000002,40.586800000000295,1474.0234553896885
5443,-106.5661000000002,40.6295000000003,-371.391411172089
5444,-106.5661000000002,40.6722000000003,-415.6695143098887
5445,-106.5661000000002,40.71490000000031,1160.592033990341
