,longitude,latitude
5363,-106.5661000000002,37.21350000000002
5364,-106.5661000000002,37.25620000000002
5365,-106.5661000000002,37.298900000000025
5366,-106.5661000000002,37.34160000000003
5367,-106.5661000000002,37.38430000000003
5368,-106.5661000000002,37.427000000000035
5369,-106.5661000000002,37.46970000000004
5370,-106.5661000000002,37.51240000000004
5371,-106.5661000000002,37.555100000000046
5372,-106.5661000000002,37.59780000000005
5373,-106.5661000000002,37.64050000000005
5374,-106.5661000000002,37.683200000000056
5375,-106.5661000000002,37.72590000000006
5376,-106.5661000000002,37.76860000000006
5377,-106.5661000000002,37.81130000000007
5378,-106.5661000000002,37.85400000000007
5379,-106.5661000000002,37.896700000000074
5380,-106.5661000000002,37.93940000000008
5381,-106.5661000000002,37.98210000000008
5382,-106.5661000000002,38.024800000000084
5383,-106.5661000000002,38.06750000000009
5384,-106.5661000000002,38.11020000000009
5385,-106.5661000000002,38.152900000000095
5386,-106.5661000000002,38.1956000000001
5387,-106.5661000000002,38.2383000000001
5388,-106.5661000000002,38.281000000000105
5389,-106.5661000000002,38.32370000000011
5390,-106.5661000000002,38.36640000000011
5391,-106.5661000000002,38.409100000000116
5392,-106.5661000000002,38.45180000000012
5393,-106.5661000000002,38.49450000000012
5394,-106.5661000000002,38.53720000000013
5395,-106.5661000000002,38.57990000000013
5396,-106.5661000000002,38.62260000000013
5397,-106.5661000000002,38.66530000000014
5398,-106.5661000000002,38.70800000000014
5399,-106.5661000000002,38.750700000000144
5400,-106.5661000000002,38.79340000000015
5401,-106.5661000000002,38.83610000000015
5402,-106.5661000000002,38.878800000000155
5403,-106.5661000000002,38.92150000000016
5404,-106.5661000000002,38.96420000000016
5405,-106.5661000000002,39.006900000000165
5406,-106.5661000000002,39.04960000000017
5407,-106.5661000000002,39.09230000000017
5408,-106.5661000000002,39.135000000000176
5409,-106.5661000000002,39.17770000000018
5410,-106.5661000000002,39.22040000000018
5411,-106.5661000000002,39.263100000000186
5412,-106.5661000000002,39.30580000000019
5413,-106.5661000000002,39.34850000000019
5414,-106.5661000000002,39.3912000000002
5415,-106.5661000000002,39.4339000000002
5416,-106.5661000000002,39.476600000000204
5417,-106.5661000000002,39.51930000000021
5418,-106.5661000000002,39.56200000000021
5419,-106.5661000000002,39.604700000000214
5420,-106.5661000000002,39.64740000000022
5421,-106.5661000000002,39.69010000000022
5422,-106.5661000000002,39.732800000000225
5423,-106.5661000000002,39.77550000000023
5424,-106.5661000000002,39.81820000000023
5425,-106.5661000000002,39.860900000000235
5426,-106.5661000000002,39.90360000000024
5427,-106.5661000000002,39.94630000000024
5428,-106.5661000000002,39.989000000000246
5429,-106.5661000000002,40.03170000000025
5430,-106.5661000000002,40.07440000000025
5431,-106.5661000000002,40.117100000000256
5432,-106.5661000000002,40.15980000000026
5433,-106.5661000000002,40.20250000000026
5434,-106.5661000000002,40.24520000000027
5435,-106.5661000000002,40.28790000000027
5436,-106.5661000000002,40.330600000000274
5437,-106.5661000000002,40.37330000000028
5438,-106.5661000000002,40.41600000000028
5439,-106.5661000000002,40.458700000000285
5440,-106.5661000000002,40.50140000000029
5441,-106.5661000000002,40.54410000000029
5442,-106.5661000000002,40.586800000000295
5443,-106.5661000000002,40.6295000000003
5444,-106.5661000000002,40.6722000000003
5445,-106.5661000000002,40.714900000000306
5446,-106.5661000000002,40.75760000000031
5447,-106.5661000000002,40.80030000000031
5448,-106.5661000000002,40.843000000000316
5449,-106.5661000000002,40.88570000000032
5450,-106.5661000000002,40.92840000000032
5451,-106.5661000000002,40.97110000000033
5452,-106.52340000000021,37.0
5453,-106.52340000000021,37.0427
5454,-106.52340000000021,37.08540000000001
5455,-106.52340000000021,37.12810000000001
5456,-106.52340000000021,37.170800000000014
5457,-106.52340000000021,37.21350000000002
5458,-106.52340000000021,37.25620000000002
5459,-106.52340000000021,37.298900000000025
5460,-106.52340000000021,37.34160000000003
5461,-106.52340000000021,37.38430000000003
5462,-106.52340000000021,37.427000000000035
5463,-106.52340000000021,37.46970000000004
5464,-106.52340000000021,37.51240000000004
5465,-106.52340000000021,37.555100000000046
5466,-106.52340000000021,37.59780000000005
5467,-106.52340000000021,37.64050000000005
5468,-106.52340000000021,37.683200000000056
5469,-106.52340000000021,37.72590000000006
5470,-106.52340000000021,37.76860000000006
5471,-106.52340000000021,37.81130000000007
5472,-106.52340000000021,37.85400000000007
5473,-106.52340000000021,37.896700000000074
5474,-106.52340000000021,37.93940000000008
5475,-106.52340000000021,37.98210000000008
5476,-106.52340000000021,38.024800000000084
5477,-106.52340000000021,38.06750000000009
5478,-106.52340000000021,38.11020000000009
5479,-106.52340000000021,38.152900000000095
5480,-106.52340000000021,38.1956000000001
5481,-106.52340000000021,38.2383000000001
5482,-106.52340000000021,38.281000000000105
5483,-106.52340000000021,38.32370000000011
5484,-106.52340000000021,38.36640000000011
5485,-106.52340000000021,38.409100000000116
5486,-106.52340000000021,38.45180000000012
5487,-106.52340000000021,38.49450000000012
5488,-106.52340000000021,38.53720000000013
5489,-106.52340000000021,38.57990000000013
5490,-106.52340000000021,38.62260000000013
5491,-106.52340000000021,38.66530000000014
5492,-106.52340000000021,38.70800000000014
5493,-106.52340000000021,38.750700000000144
5494,-106.52340000000021,38.79340000000015
5495,-106.52340000000021,38.83610000000015
5496,-106.52340000000021,38.878800000000155
5497,-106.52340000000021,38.92150000000016
5498,-106.52340000000021,38.96420000000016
5499,-106.52340000000021,39.006900000000165
5500,-106.52340000000021,39.04960000000017
5501,-106.52340000000021,39.09230000000017
5502,-106.52340000000021,39.135000000000176
5503,-106.52340000000021,39.17770000000018
5504,-106.52340000000021,39.22040000000018
5505,-106.52340000000021,39.263100000000186
5506,-106.52340000000021,39.30580000000019
5507,-106.52340000000021,39.34850000000019
5508,-106.52340000000021,39.3912000000002
5509,-106.52340000000021,39.4339000000002
5510,-106.52340000000021,39.476600000000204
5511,-106.52340000000021,39.51930000000021
5512,-106.52340000000021,39.56200000000021
5513,-106.52340000000021,39.604700000000214
5514,-106.52340000000021,39.64740000000022
5515,-106.52340000000021,39.69010000000022
5516,-106.52340000000021,39.732800000000225
5517,-106.52340000000021,39.77550000000023
5518,-106.52340000000021,39.81820000000023
5519,-106.52340000000021,39.860900000000235
5520,-106.52340000000021,39.90360000000024
5521,-106.52340000000021,39.94630000000024
5522,-106.52340000000021,39.989000000000246
5523,-106.52340000000021,40.03170000000025
5524,-106.52340000000021,40.07440000000025
5525,-106.52340000000021,40.117100000000256
5526,-106.52340000000021,40.15980000000026
5527,-106.52340000000021,40.20250000000026
5528,-106.52340000000021,40.24520000000027
5529,-106.52340000000021,40.28790000000027
5530,-106.52340000000021,40.330600000000274
5531,-106.52340000000021,40.37330000000028
5532,-106.52340000000021,40.41600000000028
5533,-106.52340000000021,40.458700000000285
5534,-106.52340000000021,40.50140000000029
5535,-106.52340000000021,40.54410000000029
5536,-106.52340000000021,40.586800000000295
5537,-106.52340000000021,40.6295000000003
5538,-106.52340000000021,40.6722000000003
5539,-106.52340000000021,40.714900000000306
5540,-106.52340000000021,40.75760000000031
5541,-106.52340000000021,40.80030000000031
5542,-106.52340000000021,40.843000000000316
5543,-106.52340000000021,40.88570000000032
5544,-106.52340000000021,40.92840000000032
5545,-106.52340000000021,40.97110000000033
5546,-106.48070000000021,37.0
5547,-106.48070000000021,37.0427
5548,-106.48070000000021,37.08540000000001
5549,-106.48070000000021,37.12810000000001
5550,-106.48070000000021,37.170800000000014
5551,-106.48070000000021,37.21350000000002
5552,-106.48070000000021,37.25620000000002
5553,-106.48070000000021,37.298900000000025
5554,-106.48070000000021,37.34160000000003
5555,-106.48070000000021,37.38430000000003
5556,-106.48070000000021,37.427000000000035
5557,-106.48070000000021,37.46970000000004
5558,-106.48070000000021,37.51240000000004
5559,-106.48070000000021,37.555100000000046
5560,-106.48070000000021,37.59780000000005
5561,-106.48070000000021,37.64050000000005
5562,-106.48070000000021,37.683200000000056
5563,-106.48070000000021,37.72590000000006
5564,-106.48070000000021,37.76860000000006
